Date,Open,High,Low,Close,Volume,Name
2010-01-04,6.8125,6.83050012588501,6.6570000648498535,6.695000171661377,151998000.0,AMZN
2010-01-05,6.671500205993652,6.77400016784668,6.590499877929688,6.734499931335449,177038000.0,AMZN
2010-01-06,6.730000019073486,6.736499786376953,6.582499980926514,6.612500190734863,143576000.0,AMZN
2010-01-07,6.600500106811523,6.616000175476074,6.440000057220459,6.5,220604000.0,AMZN
2010-01-08,6.527999877929688,6.684000015258789,6.451499938964844,6.676000118255615,196610000.0,AMZN
2010-01-11,6.63100004196167,6.639999866485596,6.4604997634887695,6.515500068664551,175588000.0,AMZN
2010-01-12,6.44950008392334,6.491000175476074,6.327499866485596,6.367499828338623,181926000.0,AMZN
2010-01-13,6.394999980926514,6.485499858856201,6.287499904632568,6.45550012588501,214464000.0,AMZN
2010-01-14,6.456999778747559,6.519000053405762,6.320000171661377,6.367499828338623,195498000.0,AMZN
2010-01-15,6.459000110626221,6.482500076293945,6.353000164031982,6.35699987411499,307530000.0,AMZN
2010-01-19,6.315499782562256,6.400000095367432,6.21649980545044,6.380499839782715,177852000.0,AMZN
2010-01-20,6.356500148773193,6.460000038146973,6.254000186920166,6.289000034332275,181494000.0,AMZN
2010-01-21,6.36299991607666,6.40749979019165,6.25,6.330999851226807,199412000.0,AMZN
2010-01-22,6.28000020980835,6.383500099182129,6.038000106811523,6.071499824523926,231378000.0,AMZN
2010-01-25,6.105000019073486,6.113999843597412,5.906000137329102,6.015500068664551,240478000.0,AMZN
2010-01-26,6.027999877929688,6.14900016784668,5.953000068664551,5.973999977111816,191180000.0,AMZN
2010-01-27,6.051499843597412,6.166500091552734,5.940000057220459,6.137499809265137,295306000.0,AMZN
2010-01-28,6.221499919891357,6.360000133514404,6.139999866485596,6.301499843597412,545862000.0,AMZN
2010-01-29,6.488500118255615,6.59250020980835,6.206999778747559,6.270500183105469,589426000.0,AMZN
2010-02-01,6.158999919891357,6.243000030517578,5.690999984741211,5.94350004196167,755488000.0,AMZN
2010-02-02,5.939499855041504,5.948999881744385,5.71999979019165,5.906000137329102,461594000.0,AMZN
2010-02-03,5.855999946594238,5.980500221252441,5.828000068664551,5.954999923706055,248118000.0,AMZN
2010-02-04,5.932000160217285,6.016499996185303,5.787000179290772,5.796999931335449,255680000.0,AMZN
2010-02-05,5.794000148773193,5.882500171661377,5.704999923706055,5.869500160217285,220496000.0,AMZN
2010-02-08,5.968999862670898,6.050000190734863,5.828000068664551,5.84149980545044,197804000.0,AMZN
2010-02-09,5.909999847412109,5.954500198364258,5.849999904632568,5.901500225067139,184460000.0,AMZN
2010-02-10,5.900000095367432,5.930500030517578,5.800000190734863,5.868000030517578,124664000.0,AMZN
2010-02-11,5.860499858856201,6.020999908447266,5.824999809265137,6.004499912261963,166870000.0,AMZN
2010-02-12,5.94950008392334,5.997000217437744,5.875,5.982999801635742,161470000.0,AMZN
2010-02-16,6.002999782562256,6.025000095367432,5.859000205993652,5.876500129699707,178654000.0,AMZN
2010-02-17,5.853499889373779,5.856500148773193,5.777500152587891,5.815499782562256,178896000.0,AMZN
2010-02-18,5.791999816894531,5.92549991607666,5.741000175476074,5.90399980545044,196002000.0,AMZN
2010-02-19,5.895500183105469,5.954500198364258,5.849999904632568,5.875999927520752,142312000.0,AMZN
2010-02-22,5.868500232696533,5.948500156402588,5.809000015258789,5.9004998207092285,136146000.0,AMZN
2010-02-23,5.9004998207092285,5.962500095367432,5.825500011444092,5.861999988555908,141364000.0,AMZN
2010-02-24,5.8979997634887695,5.989999771118164,5.857500076293945,5.986000061035156,147798000.0,AMZN
2010-02-25,5.9085001945495605,5.916999816894531,5.792500019073486,5.909999847412109,190668000.0,AMZN
2010-02-26,5.894000053405762,5.971499919891357,5.849999904632568,5.920000076293945,114432000.0,AMZN
2010-03-01,5.934999942779541,6.232999801635742,5.876500129699707,6.227000236511231,265930000.0,AMZN
2010-03-02,6.250500202178955,6.367499828338623,6.239999771118164,6.276500225067139,241950000.0,AMZN
2010-03-03,6.269999980926514,6.3470001220703125,6.221499919891357,6.29449987411499,128808000.0,AMZN
2010-03-04,6.298999786376953,6.442500114440918,6.278500080108643,6.426499843597412,150194000.0,AMZN
2010-03-05,6.456500053405762,6.472499847412109,6.353499889373779,6.445499897003174,135386000.0,AMZN
2010-03-08,6.414999961853027,6.542500019073486,6.385499954223633,6.505499839782715,112118000.0,AMZN
2010-03-09,6.479499816894531,6.540500164031982,6.398499965667725,6.440999984741211,121416000.0,AMZN
2010-03-10,6.45550012588501,6.558499813079834,6.423999786376953,6.5254998207092285,112514000.0,AMZN
2010-03-11,6.522500038146973,6.681000232696533,6.51800012588501,6.678999900817871,144816000.0,AMZN
2010-03-12,6.710000038146973,6.710000038146973,6.559000015258789,6.591000080108643,123016000.0,AMZN
2010-03-15,6.585000038146973,6.599999904632568,6.43149995803833,6.55649995803833,126584000.0,AMZN
2010-03-16,6.561999797821045,6.614500045776367,6.525000095367432,6.589499950408936,82650000.0,AMZN
2010-03-17,6.620500087738037,6.634500026702881,6.560999870300293,6.566999912261963,87176000.0,AMZN
2010-03-18,6.551000118255615,6.642499923706055,6.521999835968018,6.638000011444092,100426000.0,AMZN
2010-03-19,6.685500144958496,6.685500144958496,6.482999801635742,6.517499923706055,178100000.0,AMZN
2010-03-22,6.510000228881836,6.547999858856201,6.432000160217285,6.523499965667725,107668000.0,AMZN
2010-03-23,6.54449987411499,6.546999931335449,6.403500080108643,6.4629998207092285,84262000.0,AMZN
2010-03-24,6.432000160217285,6.46999979019165,6.360000133514404,6.401999950408936,93928000.0,AMZN
2010-03-25,6.456999778747559,6.8454999923706055,6.401999950408936,6.736499786376953,324192000.0,AMZN
2010-03-26,6.744999885559082,6.849500179290772,6.688000202178955,6.752999782562256,131314000.0,AMZN
2010-03-29,6.768499851226807,6.831500053405762,6.71649980545044,6.75600004196167,92538000.0,AMZN
2010-03-30,6.787000179290772,6.9095001220703125,6.76800012588501,6.828999996185303,123854000.0,AMZN
2010-03-31,6.800000190734863,6.840000152587891,6.723999977111816,6.78849983215332,92012000.0,AMZN
2010-04-01,6.789999961853027,6.825500011444092,6.559000015258789,6.590499877929688,175716000.0,AMZN
2010-04-05,6.642499923706055,6.686999797821045,6.539000034332275,6.57450008392334,116330000.0,AMZN
2010-04-06,6.561500072479248,6.800000190734863,6.559000015258789,6.777999877929688,159006000.0,AMZN
2010-04-07,6.797999858856201,6.803999900817871,6.692999839782715,6.743500232696533,118908000.0,AMZN
2010-04-08,6.735499858856201,7.0625,6.735499858856201,7.047999858856201,253782000.0,AMZN
2010-04-09,7.035999774932861,7.066500186920166,6.953499794006348,7.002999782562256,120222000.0,AMZN
2010-04-12,7.0,7.145500183105469,6.984000205993652,7.059999942779541,108906000.0,AMZN
2010-04-13,7.061500072479248,7.098999977111816,6.955999851226807,7.007999897003174,95710000.0,AMZN
2010-04-14,7.017000198364258,7.224999904632568,6.960000038146973,7.214000225067139,158006000.0,AMZN
2010-04-15,7.227499961853027,7.354499816894531,7.199999809265137,7.290999889373779,156592000.0,AMZN
2010-04-16,7.24399995803833,7.358500003814697,7.072500228881836,7.108500003814697,167936000.0,AMZN
2010-04-19,7.117499828338623,7.183499813079834,6.956500053405762,7.121500015258789,120440000.0,AMZN
2010-04-20,7.191500186920166,7.23199987411499,7.105000019073486,7.210000038146973,86234000.0,AMZN
2010-04-21,7.258500099182129,7.449999809265137,7.176000118255615,7.321499824523926,147488000.0,AMZN
2010-04-22,7.350500106811523,7.554500102996826,7.294000148773193,7.504499912261963,303316000.0,AMZN
2010-04-23,7.269000053405762,7.454500198364258,7.120999813079834,7.18149995803833,379504000.0,AMZN
2010-04-26,7.159999847412109,7.386499881744385,7.144999980926514,7.355500221252441,186366000.0,AMZN
2010-04-27,7.277500152587891,7.322000026702881,7.055500030517578,7.10099983215332,172780000.0,AMZN
2010-04-28,7.129499912261963,7.137499809265137,6.934500217437744,6.96750020980835,184706000.0,AMZN
2010-04-29,7.004499912261963,7.122499942779541,6.989500045776367,7.08650016784668,126284000.0,AMZN
